brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,clean_title_missing,vehicle_age,milage_bin,brand_model,log_price,model_year_milage,brand_model_year,brand_milage,fuel_type_milage,brand_clean_title_missing,fuel_type_clean_title_missing,accident_clean_title_missing,brand_fuel_type,accident_clean_title
Hyundai,Genesis 4.6,2010,120321,Gasoline,378.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,10500,0,14,100k-150k,Hyundai_Genesis 4.6,9.259130536145614,241845210,Hyundai_2010,Hyundai_120321,Gasoline_120321,Hyundai_0,Gasoline_0,None reported_0,Hyundai_Gasoline,None reported_Yes
BMW,325 Ci,2004,178000,Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Brown,None reported,Yes,5750,0,20,150k-200k,BMW_325 Ci,8.656955133791396,356712000,BMW_2004,BMW_178000,Gasoline_178000,BMW_0,Gasoline_0,None reported_0,BMW_Gasoline,None reported_Yes
BMW,M3 Base,2002,60255,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None reported,Yes,28750,0,22,50k-100k,BMW_M3 Base,10.266393046225497,120630510,BMW_2002,BMW_60255,Gasoline_60255,BMW_0,Gasoline_0,None reported_0,BMW_Gasoline,None reported_Yes
Land,Rover Range Rover Sport HSE Dynamic,2019,77690,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,43500,0,5,50k-100k,Land_Rover Range Rover Sport HSE Dynamic,10.680516217076775,156856110,Land_2019,Land_77690,Gasoline_77690,Land_0,Gasoline_0,None reported_0,Land_Gasoline,None reported_Yes
Chevrolet,Corvette ZR-1,2009,18000,Gasoline,638.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,78000,0,15,<50k,Chevrolet_Corvette ZR-1,11.26446410567173,36162000,Chevrolet_2009,Chevrolet_18000,Gasoline_18000,Chevrolet_0,Gasoline_0,None reported_0,Chevrolet_Gasoline,None reported_Yes
Honda,Prelude Type SH,2001,125000,Gasoline,200.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Black,None reported,Yes,18000,0,23,100k-150k,Honda_Prelude Type SH,9.798127036878302,250125000,Honda_2001,Honda_125000,Gasoline_125000,Honda_0,Gasoline_0,None reported_0,Honda_Gasoline,None reported_Yes
Lexus,NX 300 Base,2021,6449,Gasoline,2.0L I4 16V PDI DOHC Turbo,6-Speed Automatic,Silver,Black,At least 1 accident or damage reported,Unknown,35999,1,3,<50k,Lexus_NX 300 Base,10.49124643927466,13033429,Lexus_2021,Lexus_6449,Gasoline_6449,Lexus_1,Gasoline_1,At least 1 accident or damage reported_1,Lexus_Gasoline,At least 1 accident or damage reported_Unknown
Volkswagen,Golf GTI 2.0T SE 4-Door,2019,33000,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,27500,0,5,<50k,Volkswagen_Golf GTI 2.0T SE 4-Door,10.221941283654663,66627000,Volkswagen_2019,Volkswagen_33000,Gasoline_33000,Volkswagen_0,Gasoline_0,None reported_0,Volkswagen_Gasoline,None reported_Yes
Nissan,Armada LE,2009,87130,Gasoline,317.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Brown,Black,None reported,Yes,20000,0,15,50k-100k,Nissan_Armada LE,9.903487552536127,175044170,Nissan_2009,Nissan_87130,Gasoline_87130,Nissan_0,Gasoline_0,None reported_0,Nissan_Gasoline,None reported_Yes
Lexus,SC 300 Base,1998,165000,Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Purple,Beige,None reported,Yes,8700,0,26,150k-200k,Lexus_SC 300 Base,9.071078304642676,329670000,Lexus_1998,Lexus_165000,Gasoline_165000,Lexus_0,Gasoline_0,None reported_0,Lexus_Gasoline,None reported_Yes
Toyota,Camry Solara SLE,2008,73000,Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,11500,0,16,50k-100k,Toyota_Camry Solara SLE,9.350102314351341,146584000,Toyota_2008,Toyota_73000,Gasoline_73000,Toyota_0,Gasoline_0,At least 1 accident or damage reported_0,Toyota_Gasoline,At least 1 accident or damage reported_Yes
Porsche,Macan S,2020,22354,Gasoline,3.0L V6 24V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Black,Black,None reported,Unknown,54900,1,4,<50k,Porsche_Macan S,10.913268627497622,45155080,Porsche_2020,Porsche_22354,Gasoline_22354,Porsche_1,Gasoline_1,None reported_1,Porsche_Gasoline,None reported_Unknown
Tesla,Model Y Performance,2023,6188,Gasoline,455.0HP Electric Motor Electric Fuel System,A/T,Gray,White,None reported,Yes,53900,0,1,<50k,Tesla_Model Y Performance,10.89488575689709,12518324,Tesla_2023,Tesla_6188,Gasoline_6188,Tesla_0,Gasoline_0,None reported_0,Tesla_Gasoline,None reported_Yes
GMC,Terrain SLT,2019,60807,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Red Quartz Tintcoat,Medium Ash Gray,At least 1 accident or damage reported,Yes,25925,0,5,50k-100k,GMC_Terrain SLT,10.162963033097729,122769333,GMC_2019,GMC_60807,Gasoline_60807,GMC_0,Gasoline_0,At least 1 accident or damage reported_0,GMC_Gasoline,At least 1 accident or damage reported_Yes
Jeep,Compass Latitude,2014,105000,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,10950,0,10,100k-150k,Jeep_Compass Latitude,9.301094735244646,211470000,Jeep_2014,Jeep_105000,Gasoline_105000,Jeep_0,Gasoline_0,None reported_0,Jeep_Gasoline,None reported_Yes
Audi,Q7 3.0T Prestige,2018,63400,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,29900,0,6,50k-100k,Audi_Q7 3.0T Prestige,10.305613759378778,127941200,Audi_2018,Audi_63400,Gasoline_63400,Audi_0,Gasoline_0,None reported_0,Audi_Gasoline,None reported_Yes
Ford,F-250 Platinum,2022,4500,Gasoline,430.0HP 7.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,86500,0,2,<50k,Ford_F-250 Platinum,11.36789969291997,9099000,Ford_2022,Ford_4500,Gasoline_4500,Ford_0,Gasoline_0,None reported_0,Ford_Gasoline,None reported_Yes
Jeep,Gladiator Overland,2020,8025,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Firecracker Red Clearcoat,Black,None reported,Yes,42433,0,4,<50k,Jeep_Gladiator Overland,10.65568164038699,16210500,Jeep_2020,Jeep_8025,Gasoline_8025,Jeep_0,Gasoline_0,None reported_0,Jeep_Gasoline,None reported_Yes
Lincoln,Navigator L Reserve,2019,49131,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Tan,–,No,Unknown,55460,1,5,<50k,Lincoln_Navigator L Reserve,10.923417319169769,99195489,Lincoln_2019,Lincoln_49131,Gasoline_49131,Lincoln_1,Gasoline_1,No_1,Lincoln_Gasoline,No_Unknown
Tesla,Model X P100D,2017,100346,Gasoline,Electric Motor Electric Fuel System,1-Speed A/T,Silver,White,None reported,Yes,45999,0,7,100k-150k,Tesla_Model X P100D,10.736374936104498,202397882,Tesla_2017,Tesla_100346,Gasoline_100346,Tesla_0,Gasoline_0,None reported_0,Tesla_Gasoline,None reported_Yes
Mercedes-Benz,CLS-Class CLS 400 4MATIC,2016,62285,Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,29950,0,8,50k-100k,Mercedes-Benz_CLS-Class CLS 400 4MATIC,10.307284603543595,125566560,Mercedes-Benz_2016,Mercedes-Benz_62285,Gasoline_62285,Mercedes-Benz_0,Gasoline_0,At least 1 accident or damage reported_0,Mercedes-Benz_Gasoline,At least 1 accident or damage reported_Yes
Lexus,RX 350 Base,2021,5040,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Beige,Beige,At least 1 accident or damage reported,Yes,48900,0,3,<50k,Lexus_RX 350 Base,10.797532675462964,10185840,Lexus_2021,Lexus_5040,Gasoline_5040,Lexus_0,Gasoline_0,At least 1 accident or damage reported_0,Lexus_Gasoline,At least 1 accident or damage reported_Yes
RAM,1500 Laramie,2022,12940,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Bright White Clearcoat,Black,At least 1 accident or damage reported,Unknown,46999,1,2,<50k,RAM_1500 Laramie,10.757881603870102,26164680,RAM_2022,RAM_12940,Gasoline_12940,RAM_1,Gasoline_1,At least 1 accident or damage reported_1,RAM_Gasoline,At least 1 accident or damage reported_Unknown
Mitsubishi,Outlander Sport ES,2015,98385,Gasoline,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Silver,Black,At least 1 accident or damage reported,Yes,10500,0,9,50k-100k,Mitsubishi_Outlander Sport ES,9.259130536145614,198245775,Mitsubishi_2015,Mitsubishi_98385,Gasoline_98385,Mitsubishi_0,Gasoline_0,At least 1 accident or damage reported_0,Mitsubishi_Gasoline,At least 1 accident or damage reported_Yes
Hyundai,Sonata SE,2013,43903,Gasoline,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,12500,0,11,<50k,Hyundai_Sonata SE,9.433483923290392,88376739,Hyundai_2013,Hyundai_43903,Gasoline_43903,Hyundai_0,Gasoline_0,At least 1 accident or damage reported_0,Hyundai_Gasoline,At least 1 accident or damage reported_Yes
Ford,Mustang EcoBoost Premium,2017,41650,Gasoline,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,23600,0,7,<50k,Ford_Mustang EcoBoost Premium,10.069001991013701,84008050,Ford_2017,Ford_41650,Gasoline_41650,Ford_0,Gasoline_0,None reported_0,Ford_Gasoline,None reported_Yes
BMW,X5 PHEV xDrive45e,2022,31850,Plug-In Hybrid,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,60500,0,2,<50k,BMW_X5 PHEV xDrive45e,11.010398644018933,64400700,BMW_2022,BMW_31850,Plug-In Hybrid_31850,BMW_0,Plug-In Hybrid_0,None reported_0,BMW_Plug-In Hybrid,None reported_Yes
Hyundai,Sonata Hybrid Limited,2013,96419,Hybrid,199.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,6-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,14999,0,11,50k-100k,Hyundai_Sonata Hybrid Limited,9.61573881119536,194091447,Hyundai_2013,Hyundai_96419,Hybrid_96419,Hyundai_0,Hybrid_0,At least 1 accident or damage reported_0,Hyundai_Hybrid,At least 1 accident or damage reported_Yes
Honda,Odyssey EX-L,2007,170000,Gasoline,244.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,7700,0,17,150k-200k,Honda_Odyssey EX-L,8.948975607841776,341190000,Honda_2007,Honda_170000,Gasoline_170000,Honda_0,Gasoline_0,None reported_0,Honda_Gasoline,None reported_Yes
Chevrolet,Colorado LT Crew Cab,2009,139000,Gasoline,300.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,14500,0,15,100k-150k,Chevrolet_Colorado LT Crew Cab,9.581903928408666,279251000,Chevrolet_2009,Chevrolet_139000,Gasoline_139000,Chevrolet_0,Gasoline_0,None reported_0,Chevrolet_Gasoline,None reported_Yes
Buick,Enclave Premium,2016,134655,Gasoline,3.6L V6 24V GDI DOHC,6-Speed Automatic,Ebony Twilight Metallic,Ebony,None reported,Yes,18051,0,8,100k-150k,Buick_Enclave Premium,9.800956363888462,271464480,Buick_2016,Buick_134655,Gasoline_134655,Buick_0,Gasoline_0,None reported_0,Buick_Gasoline,None reported_Yes
BMW,M235 i,2015,81000,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Red,None reported,Yes,27890,0,9,50k-100k,BMW_M235 i,10.236023480621535,163215000,BMW_2015,BMW_81000,Gasoline_81000,BMW_0,Gasoline_0,None reported_0,BMW_Gasoline,None reported_Yes
McLaren,720S Performance,2020,9989,Gasoline,710.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,324995,0,4,<50k,McLaren_720S Performance,12.691565076578145,20177780,McLaren_2020,McLaren_9989,Gasoline_9989,McLaren_0,Gasoline_0,None reported_0,McLaren_Gasoline,None reported_Yes
Kia,Telluride SX,2022,46347,Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Glacial White Pearl,Black,None reported,Unknown,46120,1,2,<50k,Kia_Telluride SX,10.739001974382996,93713634,Kia_2022,Kia_46347,Gasoline_46347,Kia_1,Gasoline_1,None reported_1,Kia_Gasoline,None reported_Unknown
Chevrolet,Corvette Base,2007,4048,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Gray,None reported,Yes,38000,0,17,<50k,Chevrolet_Corvette Base,10.545341438708522,8124336,Chevrolet_2007,Chevrolet_4048,Gasoline_4048,Chevrolet_0,Gasoline_0,None reported_0,Chevrolet_Gasoline,None reported_Yes
Mercedes-Benz,S-Class S 63 AMG,2015,79876,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,White,None reported,Yes,45750,0,9,50k-100k,Mercedes-Benz_S-Class S 63 AMG,10.730947070703667,160950140,Mercedes-Benz_2015,Mercedes-Benz_79876,Gasoline_79876,Mercedes-Benz_0,Gasoline_0,None reported_0,Mercedes-Benz_Gasoline,None reported_Yes
Toyota,Mirai Limited,2021,44000,not supported,182.0HP Electric Motor Hydrogen Fuel,A/T,Gray,Black,None reported,Yes,18500,0,3,<50k,Toyota_Mirai Limited,9.825526011066415,88924000,Toyota_2021,Toyota_44000,not supported_44000,Toyota_0,not supported_0,None reported_0,Toyota_not supported,None reported_Yes
Alfa,Romeo Giulia Ti,2017,56910,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,No,Unknown,23000,1,7,50k-100k,Alfa_Romeo Giulia Ti,10.043249494911286,114787470,Alfa_2017,Alfa_56910,Gasoline_56910,Alfa_1,Gasoline_1,No_1,Alfa_Gasoline,No_Unknown
Land,Rover Range Rover Sport HSE,2019,65019,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,40500,0,5,50k-100k,Land_Rover Range Rover Sport HSE,10.60905725309463,131273361,Land_2019,Land_65019,Gasoline_65019,Land_0,Gasoline_0,None reported_0,Land_Gasoline,None reported_Yes
Nissan,370Z Touring,2009,133409,Gasoline,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Gray,At least 1 accident or damage reported,Yes,14999,0,15,100k-150k,Nissan_370Z Touring,9.61573881119536,268018681,Nissan_2009,Nissan_133409,Gasoline_133409,Nissan_0,Gasoline_0,At least 1 accident or damage reported_0,Nissan_Gasoline,At least 1 accident or damage reported_Yes
BMW,330 i xDrive,2018,74381,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,22995,0,6,50k-100k,BMW_330 i xDrive,10.043032079974024,150100858,BMW_2018,BMW_74381,Gasoline_74381,BMW_0,Gasoline_0,At least 1 accident or damage reported_0,BMW_Gasoline,At least 1 accident or damage reported_Yes
Porsche,Macan,2023,2925,Gasoline,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Carrara White Metallic,Black,None reported,Yes,73300,0,1,<50k,Porsche_Macan,11.202315887874743,5917275,Porsche_2023,Porsche_2925,Gasoline_2925,Porsche_0,Gasoline_0,None reported_0,Porsche_Gasoline,None reported_Yes
BMW,128 i,2013,67874,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,18000,0,11,50k-100k,BMW_128 i,9.798127036878302,136630362,BMW_2013,BMW_67874,Gasoline_67874,BMW_0,Gasoline_0,None reported_0,BMW_Gasoline,None reported_Yes
Mercedes-Benz,AMG GLE 63 S Coupe 4MATIC,2018,71500,Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,White,None reported,Yes,61000,0,6,50k-100k,Mercedes-Benz_AMG GLE 63 S Coupe 4MATIC,11.018629143155449,144287000,Mercedes-Benz_2018,Mercedes-Benz_71500,Gasoline_71500,Mercedes-Benz_0,Gasoline_0,None reported_0,Mercedes-Benz_Gasoline,None reported_Yes
Jeep,Wrangler Sport,2014,71000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Black,None reported,Yes,22000,0,10,50k-100k,Jeep_Wrangler Sport,9.998797732340453,142994000,Jeep_2014,Jeep_71000,Gasoline_71000,Jeep_0,Gasoline_0,None reported_0,Jeep_Gasoline,None reported_Yes
Ford,F-150 Raptor,2018,64517,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,47995,0,6,50k-100k,Ford_F-150 Raptor,10.778852117797637,130195306,Ford_2018,Ford_64517,Gasoline_64517,Ford_0,Gasoline_0,None reported_0,Ford_Gasoline,None reported_Yes
Dodge,Sprinter 2500 High Roof,2004,55000,Diesel,154.0HP 2.7L 5 Cylinder Engine Diesel Fuel,A/T,White,Gray,None reported,Yes,24000,0,20,50k-100k,Dodge_Sprinter 2500 High Roof,10.085809109330082,110220000,Dodge_2004,Dodge_55000,Diesel_55000,Dodge_0,Diesel_0,None reported_0,Dodge_Diesel,None reported_Yes
BMW,M550 i xDrive,2019,7580,Gasoline,456.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,51500,0,5,<50k,BMW_M550 i xDrive,10.849337086651827,15304020,BMW_2019,BMW_7580,Gasoline_7580,BMW_0,Gasoline_0,None reported_0,BMW_Gasoline,None reported_Yes
Hyundai,Sonata GLS,2010,135000,Gasoline,168.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Gray,None reported,Yes,3999,0,14,100k-150k,Hyundai_Sonata GLS,8.293799608846818,271350000,Hyundai_2010,Hyundai_135000,Gasoline_135000,Hyundai_0,Gasoline_0,None reported_0,Hyundai_Gasoline,None reported_Yes
Honda,Accord EX-L,2019,62200,Gasoline,192.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,21500,0,5,50k-100k,Honda_Accord EX-L,9.975808214115753,125581800,Honda_2019,Honda_62200,Gasoline_62200,Honda_0,Gasoline_0,At least 1 accident or damage reported_0,Honda_Gasoline,At least 1 accident or damage reported_Yes
Cadillac,CTS 3.6L Premium,2014,69001,Gasoline,321.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,Yes,19500,0,10,50k-100k,Cadillac_CTS 3.6L Premium,9.878169744551839,138968014,Cadillac_2014,Cadillac_69001,Gasoline_69001,Cadillac_0,Gasoline_0,None reported_0,Cadillac_Gasoline,None reported_Yes
Toyota,4Runner Venture Special Edition,2021,28567,Gasoline,"4L V-6 DOHC, VVT-i variable valve control, regular unleaded, eng",Automatic,–,Black/Graphite,None reported,Unknown,44775,1,3,<50k,Toyota_4Runner Venture Special Edition,10.709405226928913,57733907,Toyota_2021,Toyota_28567,Gasoline_28567,Toyota_1,Gasoline_1,None reported_1,Toyota_Gasoline,None reported_Unknown
Jaguar,XJ8 L,2006,78049,Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,13980,0,18,50k-100k,Jaguar_XJ8 L,9.5453830157878,156566294,Jaguar_2006,Jaguar_78049,Gasoline_78049,Jaguar_0,Gasoline_0,None reported_0,Jaguar_Gasoline,None reported_Yes
Ford,F-150 Lariat,2021,36821,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,Agate Black Metallic,Black,No,Unknown,49273,1,3,<50k,Ford_F-150 Lariat,10.805131542663444,74415241,Ford_2021,Ford_36821,Gasoline_36821,Ford_1,Gasoline_1,No_1,Ford_Gasoline,No_Unknown
Chevrolet,Suburban High Country,2021,23292,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Brown,Black,None reported,Yes,73500,0,3,<50k,Chevrolet_Suburban High Country,11.205040685200927,47073132,Chevrolet_2021,Chevrolet_23292,Gasoline_23292,Chevrolet_0,Gasoline_0,None reported_0,Chevrolet_Gasoline,None reported_Yes
Chevrolet,Suburban 1500 LTZ,2010,162671,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,None reported,Yes,12000,0,14,150k-200k,Chevrolet_Suburban 1500 LTZ,9.392661928770137,326968710,Chevrolet_2010,Chevrolet_162671,E85 Flex Fuel_162671,Chevrolet_0,E85 Flex Fuel_0,None reported_0,Chevrolet_E85 Flex Fuel,None reported_Yes
Land,Rover LR2 HSE,2010,100472,Gasoline,230.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,None reported,Yes,9975,0,14,100k-150k,Land_Rover LR2 HSE,9.207837241758064,201948720,Land_2010,Land_100472,Gasoline_100472,Land_0,Gasoline_0,None reported_0,Land_Gasoline,None reported_Yes
Subaru,WRX Limited,2017,73120,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,At least 1 accident or damage reported,Yes,19950,0,7,50k-100k,Subaru_WRX Limited,9.90098442231801,147483040,Subaru_2017,Subaru_73120,Gasoline_73120,Subaru_0,Gasoline_0,At least 1 accident or damage reported_0,Subaru_Gasoline,At least 1 accident or damage reported_Yes
Ford,Expedition Timberline,2022,23300,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Green,Green,None reported,Yes,67500,0,2,<50k,Ford_Expedition Timberline,11.119882876860622,47112600,Ford_2022,Ford_23300,Gasoline_23300,Ford_0,Gasoline_0,None reported_0,Ford_Gasoline,None reported_Yes
Honda,Clarity Plug-In Hybrid Base,2018,71000,Plug-In Hybrid,212.0HP 1.5L 4 Cylinder Engine Plug-In Electric/Gas,A/T,Red,Beige,At least 1 accident or damage reported,Yes,17500,0,6,50k-100k,Honda_Clarity Plug-In Hybrid Base,9.769956159911606,143278000,Honda_2018,Honda_71000,Plug-In Hybrid_71000,Honda_0,Plug-In Hybrid_0,At least 1 accident or damage reported_0,Honda_Plug-In Hybrid,At least 1 accident or damage reported_Yes
RAM,3500 Laramie,2022,16648,Diesel,6.7L I6 24V DDI OHV Turbo Diesel,6-Speed Automatic,Flame Red Clearcoat,Black,None reported,Unknown,70999,1,2,<50k,RAM_3500 Laramie,11.170421071417223,33662256,RAM_2022,RAM_16648,Diesel_16648,RAM_1,Diesel_1,None reported_1,RAM_Diesel,None reported_Unknown
Chevrolet,Silverado 2500 LT,2011,240000,Diesel,335.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Black,None reported,Yes,18500,0,13,>200k,Chevrolet_Silverado 2500 LT,9.825526011066415,482640000,Chevrolet_2011,Chevrolet_240000,Diesel_240000,Chevrolet_0,Diesel_0,None reported_0,Chevrolet_Diesel,None reported_Yes
Lexus,RX 450h Base,2013,119755,Hybrid,295.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,19500,0,11,100k-150k,Lexus_RX 450h Base,9.878169744551839,241066815,Lexus_2013,Lexus_119755,Hybrid_119755,Lexus_0,Hybrid_0,None reported_0,Lexus_Hybrid,None reported_Yes
Mercedes-Benz,M-Class ML 350 4MATIC,2015,88000,E85 Flex Fuel,302.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,A/T,Silver,Gray,None reported,Yes,19500,0,9,50k-100k,Mercedes-Benz_M-Class ML 350 4MATIC,9.878169744551839,177320000,Mercedes-Benz_2015,Mercedes-Benz_88000,E85 Flex Fuel_88000,Mercedes-Benz_0,E85 Flex Fuel_0,None reported_0,Mercedes-Benz_E85 Flex Fuel,None reported_Yes
BMW,X5 xDrive40i,2021,41000,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Black,None reported,Yes,50000,0,3,<50k,BMW_X5 xDrive40i,10.819778284410283,82861000,BMW_2021,BMW_41000,Hybrid_41000,BMW_0,Hybrid_0,None reported_0,BMW_Hybrid,None reported_Yes
Chevrolet,Camaro 2SS,2022,7458,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,47500,0,2,<50k,Chevrolet_Camaro 2SS,10.768484990022733,15080076,Chevrolet_2022,Chevrolet_7458,Gasoline_7458,Chevrolet_0,Gasoline_0,None reported_0,Chevrolet_Gasoline,None reported_Yes
